trade_row_loc,original_price,moving_avg,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_hold_penalty,trend_reward,extra_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
50,4640.33,5616.199702,4647.732502856589,4652.384887744333,0.0015952535394227515,2.149435234032928,10000.0,10.0,0,buy,0,0,0,0,9974.088799540017,0.0,10.0,0.0,2.149435234032928,9974.088799540017,9990.0,10000
51,4729.51,5605.998929,4729.51,4652.384887744333,0.0015235131387415313,0,0,0,0,buy,0,-1,0,-1,10165.775433711075,192.18460756023887,10.0,0.0,2.149435234032928,10165.775433711075,9990.0,10000
52,4673.93,5595.405774,4673.93,4652.384887744333,0.001741680459641576,0,0,0,0,hold,0,2,0,1,10046.309823403524,72.40864335079823,10.0,0.0,2.149435234032928,10046.309823403524,9990.0,10165.775433711075
53,4495.26,5583.763869,4495.26,4652.384887744333,0.001270344811367829,0,0,0,0,hold,0,2,0,3,9662.270230138862,-312.62862770535503,10.0,0.0,2.149435234032928,9662.270230138862,9990.0,10165.775433711075
54,4542.55,5572.416369,4542.55,4652.384887744333,0.0011276711799821197,0,0,0,0,hold,0,2,0,5,9763.917022356278,-210.71777222740457,10.0,0.0,2.149435234032928,9763.917022356278,9990.0,10165.775433711075
55,4457.71,5560.500952,4457.71,4652.384887744333,0.0013896271083515003,0,0,0,0,hold,0,2,0,7,9581.558937100925,-393.5495966881663,10.0,0.0,2.149435234032928,9581.558937100925,9990.0,10165.775433711075
56,4558.86,5549.006071,4558.86,4652.384887744333,0.0011947040185497778,0,0,0,0,hold,0,2,0,9,9798.974311023354,-175.56940993420721,10.0,0.0,2.149435234032928,9798.974311023354,9990.0,10165.775433711075
57,4484.82,5537.094345,4484.82,4652.384887744333,0.0016978047540217578,0,0,0,0,hold,0,2,0,11,9639.830126295556,-335.12702760363936,10.0,0.0,2.149435234032928,9639.830126295556,9990.0,10165.775433711075
58,4468.06,5525.253393,4468.06,4652.384887744333,0.0014501944900601807,0,0,0,0,hold,0,2,0,13,9603.805591773165,-371.24514851314234,10.0,0.0,2.149435234032928,9603.805591773165,9990.0,10165.775433711075
59,4557.62,5513.921964,4557.62,4652.384887744333,0.0013637759406216142,0,0,0,0,hold,0,2,0,15,9796.309011333155,-178.24163367691472,10.0,0.0,2.149435234032928,9796.309011333155,9990.0,10165.775433711075
60,4635.0,5502.885655,4628.810449601199,0,0.001335393829298922,2.149435234032928,9939.378943760585,9.949328272032616,-60.62105623941534,sell,0,2,-0.5,16.5,9939.378943760585,-11.486252055348814,19.949328272032616,9939.378943760585,0.0,0.0,19939.328272032617,10165.775433711075
61,4640.0,5491.939226,4646.233017214182,4650.883901115297,0.001343322675470287,2.1370946157948794,9939.378943760585,9.939378943760586,0,buy,0,0,0,16.5,9916.11901728824,-0.7111563186226704,29.888707215793204,0.0,2.1370946157948794,9916.11901728824,29868.76783684944,10165.775433711075
62,4504.56,5480.196488,4504.56,4650.883901115297,0.001079466202424783,0,0,0,0,hold,0,2,0,18.5,9626.670922524983,-292.58694963504604,29.888707215793204,0.0,2.1370946157948794,9626.670922524983,29868.76783684944,10165.775433711075
63,4594.6,5469.106845,4594.6,4650.883901115297,0.001460593889200991,0,0,0,0,hold,0,2,0,20.5,9819.094921731154,-98.54902560809023,29.888707215793204,0.0,2.1370946157948794,9819.094921731154,29868.76783684944,10165.775433711075
64,4653.78,5458.315595,4653.78,4650.883901115297,0.001258070381890394,0,0,0,0,hold,0,2,0,22.5,9945.568181093893,28.98500753179178,29.888707215793204,0.0,2.1370946157948794,9945.568181093893,29868.76783684944,10165.775433711075
65,4727.63,5447.93244,4718.304764980863,0,0.0019724967941943602,2.1370946157948794,10073.380245211007,10.083463708919925,134.00130145042203,sell,0,2,0.5,25.0,10073.380245211007,188.13317156322955,39.972170924713126,10073.380245211007,0.0,0.0,39952.23154576937,10165.775433711075
66,4724.83,5437.770119,4731.687595997248,4736.424020017264,0.0014513952877134991,2.126790211906384,10073.380245211007,10.073380245211007,0,buy,0,0,0,25.0,10048.72219692164,182.09911795066364,50.04555116992413,0.0,2.126790211906384,10048.72219692164,50015.538410735164,10165.775433711075
67,4681.11,5427.76006,4681.11,4736.424020017264,0.0010139490215451345,0,0,0,0,hold,0,2,0,27.0,9955.738928857094,87.8816808287338,50.04555116992413,0.0,2.126790211906384,9955.738928857094,50015.538410735164,10165.775433711075
68,4624.15,5417.297381,4624.15,4736.424020017264,0.0010282220542241123,0,0,0,0,hold,0,2,0,29.0,9834.596958386906,-34.868209804044454,50.04555116992413,0.0,2.126790211906384,9834.596958386906,50015.538410735164,10165.775433711075
69,4680.98,5407.265833,4680.98,4736.424020017264,0.00160956344967989,0,0,0,0,hold,0,2,0,31.0,9955.462446129546,87.60152833957909,50.04555116992413,0.0,2.126790211906384,9955.462446129546,50015.538410735164,10165.775433711075
70,4562.52,5396.54631,4562.52,4736.424020017264,0.0018075808398981552,0,0,0,0,hold,0,2,0,33.0,9703.522877627116,-167.68203985492255,50.04555116992413,0.0,2.126790211906384,9703.522877627116,50015.538410735164,10165.775433711075
71,4556.8,5386.115655,4556.8,4736.424020017264,0.0013200776353924403,0,0,0,0,hold,0,2,0,35.0,9691.357637615012,-180.00874937773733,50.04555116992413,0.0,2.126790211906384,9691.357637615012,50015.538410735164,10165.775433711075
72,4632.87,5376.592083,4632.87,4736.424020017264,0.00125263312598373,0,0,0,0,hold,0,2,0,37.0,9853.14256903473,-16.076442839193987,50.04555116992413,0.0,2.126790211906384,9853.14256903473,50015.538410735164,10165.775433711075
73,4620.73,5368.589821,4620.73,4736.424020017264,0.001659253310636503,0,0,0,0,hold,0,2,0,39.0,9827.323335862186,-42.23837528796503,50.04555116992413,0.0,2.126790211906384,9827.323335862186,50015.538410735164,10165.775433711075
74,4563.92,5360.162738,4563.92,4736.424020017264,0.00158025955568563,0,0,0,0,hold,0,2,0,41.0,9706.500383923785,-164.6650130486396,50.04555116992413,0.0,2.126790211906384,9706.500383923785,50015.538410735164,10165.775433711075
75,4556.0,5352.281786,4556.0,4736.424020017264,0.001024530407056576,0,0,0,0,hold,0,2,0,43.0,9689.656205445486,-181.7327646956128,50.04555116992413,0.0,2.126790211906384,9689.656205445486,50015.538410735164,10165.775433711075
76,4543.99,5344.42494,4543.99,4736.424020017264,0.001913350895841526,0,0,0,0,hold,0,2,0,45.0,9664.11345500049,-207.6145446552291,50.04555116992413,0.0,2.126790211906384,9664.11345500049,50015.538410735164,10165.775433711075
77,4552.68,5337.191548,4552.68,4736.424020017264,0.0011977043065651606,0,0,0,0,hold,0,2,0,47.0,9682.595261941959,-188.88742826479938,50.04555116992413,0.0,2.126790211906384,9682.595261941959,50015.538410735164,10165.775433711075
78,4583.41,5329.730774,4583.41,4736.424020017264,0.0018168798090049789,0,0,0,0,hold,0,2,0,49.0,9747.95152515384,-122.66368986688394,50.04555116992413,0.0,2.126790211906384,9747.95152515384,50015.538410735164,10165.775433711075
79,4615.03,5322.697381,4615.03,4736.424020017264,0.0010047954210078928,0,0,0,0,hold,0,2,0,51.0,9815.20063165432,-54.52198442783083,50.04555116992413,0.0,2.126790211906384,9815.20063165432,50015.538410735164,10165.775433711075
