trade_row_loc,original_price,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_min_trade_penalty,trade_buy_penalty,trade_hold_penalty,trend_reward,profit_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
50,12135.03,12135.03,0,0.0012567081454653544,0,0,0,0,hold,False,0,0,-0.0,0,0.0,10000.0,0.0,0,10000,0,0.0,0,10000
51,12098.59,12098.59,0,0.001420062844686726,0,0,0,0,hold,False,0,0,0.003002876795525063,0,0.003002876795525063,10000.0,-30.02876795524935,0,10000,0,0.0,0,10000
52,12075.0,12093.139888293892,12105.237867373817,0.0015022681816888313,0.3306337342438612,4002.4,4.000000000000001,0,buy,False,0,0,0,0,0.003002876795525063,9990.002340994624,-49.4683573093771,4.000000000000001,5997.6,0.3306337342438612,3992.4023409946244,3998.4,10000
53,12133.8,12133.8,12105.237867373817,0.0012542738308808055,0,0,0,0,hold,False,0,0,0.004869565217391153,0,0.007872442012916217,10009.443604568163,-1.0135945275796985,4.000000000000001,5997.6,0.3306337342438612,4011.843604568163,3998.4,10000
54,12058.72,12058.72,12105.237867373817,0.0018582729848094577,0,0,0,0,hold,False,0,0,-0.006187674100446622,0,0.0016847679124695949,9984.619623801134,-62.884063739438716,4.000000000000001,5997.6,0.3306337342438612,3987.019623801134,3998.4,10009.443604568163
55,11973.36,11994.994818875755,12092.333102150578,0.0018069129196612171,0.049995855192558364,600.299784,0.5997600000000001,0,buy,False,0,0,0,0,0.0016847679124695949,9954.715316974449,-133.22587583219683,4.599760000000001,5397.300216000001,0.38062958943641956,4557.415100974448,4598.100024,10009.443604568163
56,11923.54,11939.642926381579,12077.393054764125,0.0013505155668180504,0.04520035079151182,540.2157786194401,0.5397300216000002,0,buy,False,0,0,0,0,0.0016847679124695949,9934.48476288591,-174.28057450208144,5.139490021600001,4857.08443738056,0.42582994022793136,5077.400325505349,5137.7760725978405,10009.443604568163
57,11731.19,11731.19,12077.393054764125,0.0010783788339887815,0,0,0,0,hold,False,0,0,-0.016131954100879562,0,-0.014447186188409967,9852.576373883066,-332.7886292823332,5.139490021600001,4857.08443738056,0.42582994022793136,4995.491936502506,5137.7760725978405,10009.443604568163
58,11808.77,11826.276852936033,12010.79764445787,0.0014825297584788659,0.16421538795281132,1943.9994752171956,1.9428337749522244,0,buy,False,0,0,0,0,-0.014447186188409967,9880.794532224274,-268.85800859165465,7.082323796552226,2913.0849621633647,0.5900453281807427,6967.70957006091,7079.832714040083,10009.443604568163
59,11798.66,11798.66,12010.79764445787,0.001428526272297964,0,0,0,0,hold,False,0,0,-0.0008561433578603301,0,-0.015303329546270297,9874.829173956367,-277.1892611719959,7.082323796552226,2913.0849621633647,0.5900453281807427,6961.744211793002,7079.832714040083,10009.443604568163
