trade_row_loc,original_price,moving_avg,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_hold_penalty,trend_reward,extra_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
24,7420.11,7977.646845,7420.11,0,0.0018768967162452117,0,0,0,0,hold,0,1,0,1,10000.0,0.0,0,10000,0,0.0,0,10000
25,7550.0,7974.027798,7550.0,0,0.0011709920242519239,0,0,0,0,hold,0,1,0,2,10000.0,175.05131325546427,0,10000,0,0.0,0,10000
26,7543.25,7970.059048,7543.25,0,0.0016633155084791506,0,0,0,0,hold,0,1,0,3,10000.0,165.95441307473993,0,10000,0,0.0,0,10000
27,7540.01,7966.221607,7540.01,0,0.0011968781712949146,0,0,0,0,hold,0,1,0,4,10000.0,161.58790098799182,0,10000,0,0.0,0,10000
28,7532.0,7962.07881,7532.0,0,0.0010249384949703505,0,0,0,0,hold,0,1,0,5,10000.0,150.7929127735315,0,10000,0,0.0,0,10000
29,7528.68,7957.094286,7528.68,0,0.0013464641819350503,0,0,0,0,hold,0,1,0,6,10000.0,146.31858557353007,0,10000,0,0.0,0,10000
30,7520.42,7952.191905,7520.42,0,0.0011850562458688768,0,0,0,0,hold,0,1,0,7,10000.0,135.18667513015316,0,10000,0,0.0,0,10000
31,7532.22,7947.640476,7532.22,0,0.0011657494787358782,0,0,0,0,hold,0,1,0,8,10000.0,151.0894043349781,0,10000,0,0.0,0,10000
32,7518.8,7942.936905,7518.8,0,0.0013903718059822844,0,0,0,0,hold,0,1,0,9,10000.0,133.0034190867791,0,10000,0,0.0,0,10000
33,7542.77,7938.37006,7542.77,0,0.0010302614932519373,0,0,0,0,hold,0,1,0,10,10000.0,165.3075223952219,0,10000,0,0.0,0,10000
34,7524.57,7933.86744,7524.57,0,0.0010795296136301483,0,0,0,0,hold,0,1,0,11,10000.0,140.77958413015403,0,10000,0,0.0,0,10000
35,7548.26,7929.410655,7548.26,0,0.001557070347314291,0,0,0,0,hold,0,1,0,12,10000.0,172.70633454221206,0,10000,0,0.0,0,10000
