trade_row_loc,original_price,moving_avg,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_hold_penalty,trend_reward,extra_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
24,3452.5,3468.931548,3452.5,0,0.001894801664054322,0,0,0,0,hold,0,1,0,1,10000.0,0.0,0,10000,0,0.0,0,10000
25,3464.74,3468.142679,3464.74,0,0.001412003036656052,0,0,0,0,hold,0,1,0,2,10000.0,35.45257060101176,0,10000,0,0.0,0,10000
26,3465.12,3467.363988,3465.12,0,0.0014766253506091557,0,0,0,0,hold,0,1,0,3,10000.0,36.55322230267848,0,10000,0,0.0,0,10000
27,3477.67,3466.695774,3477.67,0,0.0012984648784178283,0,0,0,0,hold,0,1,0,4,10000.0,72.90369297610414,0,10000,0,0.0,0,10000
28,3468.84,3466.000952,3468.84,0,0.0011586312116574132,0,0,0,0,hold,0,1,0,5,10000.0,47.328023171614404,0,10000,0,0.0,0,10000
29,3465.55,3465.279464,3465.55,0,0.0014697308474962982,0,0,0,0,hold,0,1,0,6,10000.0,37.79869659666838,0,10000,0,0.0,0,10000
30,3465.66,3464.565179,3465.66,0,0.0011256875254631344,0,0,0,0,hold,0,1,0,7,10000.0,38.117306299782285,0,10000,0,0.0,0,10000
31,3457.56,3463.968988,3457.56,0,0.0017751186950980048,0,0,0,0,hold,0,1,0,8,10000.0,14.656046343228809,0,10000,0,0.0,0,10000
32,3459.88,3463.35994,3459.88,0,0.0014548292380406275,0,0,0,0,hold,0,1,0,9,10000.0,21.375814627081127,0,10000,0,0.0,0,10000
33,3464.39,3462.739464,3464.39,0,0.001003541035219237,0,0,0,0,hold,0,1,0,10,10000.0,34.43881245474222,0,10000,0,0.0,0,10000
34,3466.89,3462.129167,3466.89,0,0.0016707985166266582,0,0,0,0,hold,0,1,0,11,10000.0,41.67994207096308,0,10000,0,0.0,0,10000
35,3468.19,3461.537738,3468.19,0,0.001240881497102371,0,0,0,0,hold,0,1,0,12,10000.0,45.44532947139669,0,10000,0,0.0,0,10000
36,3460.0,3460.920417,3460.0,0,0.0015905499246581314,0,0,0,0,hold,0,1,0,13,10000.0,21.72338884866076,0,10000,0,0.0,0,10000
37,3466.3,3460.329405,3466.3,0,0.001284708223619403,0,0,0,0,hold,0,1,0,14,10000.0,39.97103548153427,0,10000,0,0.0,0,10000
38,3467.14,3459.692262,3467.14,0,0.0013507905199008617,0,0,0,0,hold,0,1,0,15,10000.0,42.40405503258444,0,10000,0,0.0,0,10000
39,3504.77,3459.332262,3504.77,0,0.0018887163504103773,0,0,0,0,hold,0,1,0,16,10000.0,151.39753801592997,0,10000,0,0.0,0,10000
40,3494.7,3458.884048,3494.7,0,0.0012613129059833015,0,0,0,0,hold,0,1,0,17,10000.0,122.23026792179553,0,10000,0,0.0,0,10000
41,3487.84,3458.401905,3487.84,0,0.0015838936613238163,0,0,0,0,hold,0,1,0,18,10000.0,102.36060825488676,0,10000,0,0.0,0,10000
42,3481.63,3457.831607,3481.63,0,0.0015417844389361856,0,0,0,0,sell,0,-1,-0.5,16.5,10000.0,84.37364228819752,0,10000,0,0.0,0.0,10000
43,3482.58,3457.260893,3482.58,0,0.0012251906287534496,0,0,0,0,hold,0,1,0,17.5,10000.0,87.12527154235977,0,10000,0,0.0,0.0,10000
44,3476.87,3456.735833,3476.87,0,0.0011516755596047987,0,0,0,0,hold,0,1,0,18.5,10000.0,70.58653149891325,0,10000,0,0.0,0.0,10000
45,3481.08,3456.258631,3481.08,0,0.0013255523475727271,0,0,0,0,hold,0,1,0,19.5,10000.0,82.78059377262798,0,10000,0,0.0,0.0,10000
46,3470.93,3455.716071,3470.93,0,0.001627747342757619,0,0,0,0,hold,0,1,0,20.5,10000.0,53.38160753077318,0,10000,0,0.0,0.0,10000
47,3462.54,3455.123988,3462.54,0,0.001532162583146823,0,0,0,0,hold,0,1,0,21.5,10000.0,29.080376538739074,0,10000,0,0.0,0.0,10000
48,3458.76,3454.48381,3458.76,0,0.0012919926391068955,0,0,0,0,hold,0,1,0,22.5,10000.0,18.13178855901606,0,10000,0,0.0,0.0,10000
49,3456.01,3453.910417,3456.01,0,0.001007442657785991,0,0,0,0,hold,0,1,0,23.5,10000.0,10.16654598117384,0,10000,0,0.0,0.0,10000
50,3466.7,3453.462262,3466.7,0,0.0011216934149775129,0,0,0,0,hold,0,1,0,24.5,10000.0,41.12961622012881,0,10000,0,0.0,0.0,10000
51,3463.7,3452.968036,3463.7,0,0.0014888333770641969,0,0,0,0,hold,0,1,0,25.5,10000.0,32.44026068066523,0,10000,0,0.0,0.0,10000
52,3465.85,3452.49881,3465.85,0,0.0011752645593153428,0,0,0,0,hold,0,1,0,26.5,10000.0,38.667632150614736,0,10000,0,0.0,0.0,10000
53,3469.36,3452.057143,3469.36,0,0.001190652471561101,0,0,0,0,hold,0,1,0,27.5,10000.0,48.834178131788576,0,10000,0,0.0,0.0,10000
54,3460.46,3451.481905,3460.46,0,0.001484958137200126,0,0,0,0,hold,0,1,0,28.5,10000.0,23.055756698044206,0,10000,0,0.0,0.0,10000
55,3463.5,3450.928155,3463.5,0,0.0010611502910720984,0,0,0,0,hold,0,1,0,29.5,10000.0,31.860970311368874,0,10000,0,0.0,0.0,10000
56,3467.91,3450.364583,3467.91,0,0.0013809514470508174,0,0,0,0,hold,0,1,0,30.5,10000.0,44.63432295437997,0,10000,0,0.0,0.0,10000
57,3460.0,3449.748571,3460.0,0,0.0018024475681110408,0,0,0,0,hold,0,1,0,31.5,10000.0,21.72338884866076,0,10000,0,0.0,0.0,10000
58,3466.88,3449.211369,3466.88,0,0.0011402713764083654,0,0,0,0,hold,0,1,0,32.5,10000.0,41.65097755249735,0,10000,0,0.0,0.0,10000
59,3445.6,3448.504881,3445.6,0,0.0015881884670585315,0,0,0,0,hold,0,1,0,33.5,10000.0,-19.985517740768046,0,10000,0,0.0,0.0,10000
60,3443.0,3447.756786,3443.0,0,0.0018094599571937481,0,0,0,0,hold,0,1,0,34.5,10000.0,-27.516292541637085,0,10000,0,0.0,0.0,10000
61,3434.85,3447.019524,3434.85,0,0.001346279343852245,0,0,0,0,hold,0,1,0,35.5,10000.0,-51.12237509051556,0,10000,0,0.0,0.0,10000
62,3450.86,3446.365595,3450.86,0,0.0010102914381037967,0,0,0,0,hold,0,1,0,36.5,10000.0,-4.750181028241059,0,10000,0,0.0,0.0,10000
63,3458.11,3445.813631,3458.11,0,0.0017105407209566706,0,0,0,0,hold,0,1,0,37.5,10000.0,16.249094858798344,0,10000,0,0.0,0.0,10000
64,3462.51,3445.304048,3462.51,0,0.0017760168748178228,0,0,0,0,hold,0,1,0,38.5,10000.0,28.99348298334553,0,10000,0,0.0,0.0,10000
65,3468.79,3444.976726,3468.79,0,0.001856973646334718,0,0,0,0,hold,0,1,0,39.5,10000.0,47.183200579289405,0,10000,0,0.0,0.0,10000
66,3456.3,3444.615119,3456.3,0,0.001145972688505713,0,0,0,0,hold,0,1,0,40.5,10000.0,11.00651701665447,0,10000,0,0.0,0.0,10000
67,3458.28,3444.476071,3458.28,0,0.001781105114374487,0,0,0,0,hold,0,1,0,41.5,10000.0,16.74149167270116,0,10000,0,0.0,0.0,10000
68,3462.02,3444.37494,3462.02,0,0.0016758153079289217,0,0,0,0,hold,0,1,0,42.5,10000.0,27.574221578564902,0,10000,0,0.0,0.0,10000
