trade_row_loc,original_price,moving_avg,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_hold_penalty,trend_reward,extra_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
24,8299.75,10690.62006,8299.75,0,0.0018311575067043824,0,0,0,0,hold,0,1,0,1,10000.0,0.0,0,10000,0,0.0,0,10000
25,8464.75,10677.61262,8464.75,0,0.0011009596030574392,0,0,0,0,hold,0,1,0,2,10000.0,198.8011687099006,0,10000,0,0.0,0,10000
26,8878.06,10667.66601,8878.06,0,0.0018481602999330133,0,0,0,0,hold,0,1,0,3,10000.0,696.7800234946826,0,10000,0,0.0,0,10000
27,8749.99,10655.28506,8749.99,0,0.0015467554614653422,0,0,0,0,hold,0,1,0,4,10000.0,542.4741709087612,0,10000,0,0.0,0,10000
28,9070.0,10642.9169,9070.0,0,0.0019740531779813024,0,0,0,0,hold,0,1,0,5,10000.0,928.0400012048558,0,10000,0,0.0,0,10000
29,9180.0,10631.52399,9180.0,0,0.0017472188818112272,0,0,0,0,hold,0,1,0,6,10000.0,1060.5741136781235,0,10000,0,0.0,0,10000
30,8706.65,10616.75994,8706.65,0,0.0015235805249257,0,0,0,0,hold,0,1,0,7,10000.0,490.2557305942937,0,10000,0,0.0,0,10000
31,8647.91,10602.56298,8647.91,0,0.0016257348533106986,0,0,0,0,hold,0,1,0,8,10000.0,419.4825145335708,0,10000,0,0.0,0,10000
32,8699.72,10589.26964,8699.72,0,0.0015889899262231716,0,0,0,0,hold,0,1,0,9,10000.0,481.90608150847766,0,10000,0,0.0,0,10000
33,8668.0,10575.23202,8668.0,0,0.001588512085355365,0,0,0,0,hold,0,1,0,10,10000.0,443.6880628934614,0,10000,0,0.0,0,10000
34,8618.9,10561.52375,8618.9,0,0.0018640665775765124,0,0,0,0,hold,0,1,0,11,10000.0,384.5296545076653,0,10000,0,0.0,0,10000
35,8824.87,10549.57149,8824.87,0,0.001803480073631532,0,0,0,0,hold,0,1,0,12,10000.0,632.6937558360205,0,10000,0,0.0,0,10000
36,8873.03,10536.38119,8873.03,0,0.0013758332861333138,0,0,0,0,hold,0,1,0,13,10000.0,690.7195999879514,0,10000,0,0.0,0,10000
37,8826.0,10522.78655,8826.0,0,0.001873421234698993,0,0,0,0,hold,0,1,0,14,10000.0,634.05524262779,0,10000,0,0.0,0,10000
38,8643.0,10509.13625,8643.0,0,0.0016014369749859298,0,0,0,0,hold,0,1,0,15,10000.0,413.56667369499155,0,10000,0,0.0,0,10000
39,8550.65,10494.0225,8550.65,0,0.001964768967331728,0,0,0,0,hold,0,1,0,16,10000.0,302.29826199584204,0,10000,0,0.0,0,10000
40,8344.81,10478.30708,8344.81,0,0.0010965092782207466,0,0,0,0,hold,0,1,0,17,10000.0,54.29079189132062,0,10000,0,0.0,0,10000
41,8464.48,10463.05696,8464.48,0,0.0013155834202932587,0,0,0,0,hold,0,1,0,18,10000.0,198.47585770655678,0,10000,0,0.0,0,10000
42,8516.3,10446.84506,8516.3,0,0.0010534856990844666,0,0,0,0,buy,0,-1,0,17,10000.0,260.9114732371454,0,10000,0,0.0,0.0,10000
43,8715.0,10431.52887,8715.0,0,0.0010714461159451068,0,0,0,0,hold,0,1,0,18,10000.0,500.31627458658477,0,10000,0,0.0,0.0,10000
44,8708.82,10416.44042,8708.82,0,0.0015695713984648458,0,0,0,0,hold,0,1,0,19,10000.0,492.87026717672234,0,10000,0,0.0,0.0,10000
45,8934.0,10402.9472,8934.0,0,0.001673324383400013,0,0,0,0,hold,0,1,0,20,10000.0,764.1796439651789,0,10000,0,0.0,0.0,10000
46,8928.89,10388.9644,8928.89,0,0.001695376204233545,0,0,0,0,hold,0,1,0,21,10000.0,758.0228320130118,0,10000,0,0.0,0.0,10000
47,8830.01,10374.57756,8830.01,0,0.0019035468441710034,0,0,0,0,hold,0,1,0,22,10000.0,638.8867134552256,0,10000,0,0.0,0.0,10000
48,9099.87,10363.14821,9099.87,0,0.0018561494671356315,0,0,0,0,hold,0,1,0,23,10000.0,964.0290370191888,0,10000,0,0.0,0.0,10000
49,9056.89,10351.53423,9056.89,0,0.0013503946056352282,0,0,0,0,hold,0,1,0,24,10000.0,912.2443447091773,0,10000,0,0.0,0.0,10000
50,9260.0,10340.62952,9271.045589988658,9280.320345480844,0.001192828292511688,0.4312782157298065,4002.4,4.0,0,buy,0,0,0,24,9991.236277658008,1156.9625591132262,4.0,5997.6,0.4312782157298065,3993.636277658008,3998.4,10000
51,9348.0,10330.24196,9359.89112527291,9325.646039527142,0.001272050200354066,0.4482296983852655,4199.579496,4.19832,0,buy,0,0,0,24,10019.660485147693,1262.9898490918404,8.198319999999999,1798.020504,0.879507914115072,8221.639981147693,8193.781176,10000
52,9173.0,10316.59929,9182.30222006114,9317.248700378555,0.00101408700110529,0.05872648453854196,539.78373550584,0.5394061512,0,buy,0,0,0,24,9864.660907343761,1052.1401247025515,8.737726151199999,1258.23676849416,0.938234398653614,8606.424138849601,8733.02550535464,10019.660485147693
53,9325.0,10302.9981,9325.0,9317.248700378555,0.001396889762868488,0,0,0,0,hold,0,2,0,26,10007.272535939112,1235.2781710292475,8.737726151199999,1258.23676849416,0.938234398653614,8749.035767444951,8733.02550535464,10019.660485147693
