trade_row_loc,original_price,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_min_trade_penalty,trade_buy_penalty,trade_hold_penalty,trend_reward,profit_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
50,6723.0,6723.0,0,0.0017314335272093796,0,0,0,0,hold,False,0,0,-0.0,0,0.0,10000.0,0.0,0,10000,0,0.0,0,10000
51,6722.19,6722.19,0,0.0019805573302152497,0,0,0,0,hold,False,0,0,0.00012048192771090289,0,0.00012048192771090289,10000.0,-1.2048192771089816,0,10000,0,0.0,0,10000
52,6729.14,6729.14,0,0.0013026553175364125,0,0,0,0,hold,False,0,0,-0.0010338892533535541,0,-0.0009134073256426513,10000.0,9.132827606723367,0,10000,0,0.0,0,10000
53,6715.86,6715.86,0,0.0019136007799439169,0,0,0,0,hold,False,0,0,0.0019735062727184536,0,0.0010600989470758023,10000.0,-10.620258813030887,0,10000,0,0.0,0,10000
54,6717.41,6717.41,0,0.0015928847992215207,0,0,0,0,hold,False,0,0,-0.00023079694931106098,0,0.0008293019977647413,10000.0,-8.314740443254777,0,10000,0,0.0,0,10000
55,6716.08,6716.08,0,0.0018237288817500208,0,0,0,0,hold,False,0,0,0.00019799297645966635,0,0.0010272949742244077,10000.0,-10.293023947642723,0,10000,0,0.0,0,10000
56,6707.42,6707.42,0,0.0012096673314405085,0,0,0,0,hold,False,0,0,0.0012894426510702455,0,0.002316737625294653,10000.0,-23.174178194258275,0,10000,0,0.0,0,10000
57,6704.9,6704.9,0,0.0010716329598817245,0,0,0,0,hold,False,0,0,0.00037570332557085084,0,0.002692440950865504,10000.0,-26.922504834152278,0,10000,0,0.0,0,10000
58,6710.91,6710.91,0,0.001718115581727692,0,0,0,0,hold,False,0,0,-0.0008963593789616876,0,0.0017960815719038163,10000.0,-17.983043284248197,0,10000,0,0.0,0,10000
59,6643.0,6643.0,0,0.0016295094400722346,0,0,0,0,hold,False,0,0,0.010119342980311143,0,0.011915424552214959,10000.0,-118.99449650453607,0,10000,0,0.0,0,10000
60,6634.0,6634.0,0,0.0018043359680535282,0,0,0,0,hold,False,0,0,0.0013548095739876562,0,0.013270234126202615,10000.0,-132.38137736129647,0,10000,0,0.0,0,10000
61,6636.03,6636.03,0,0.0013308836438348669,0,0,0,0,hold,False,0,0,-0.0003059993970454847,0,0.01296423472915713,10000.0,-129.36189201249545,0,10000,0,0.0,0,10000
62,6618.72,6626.769530196704,6633.402933129834,0.001216176269233953,1.5075218708720453,10000.0,10.0,0,buy,False,0,0,0,0,0.01296423472915713,9977.865157178223,-155.10932619366395,10.0,0.0,1.5075218708720453,9977.865157178223,9990.0,10000
63,6593.99,6593.99,6633.402933129834,0.0016608866940859438,0,0,0,0,hold,False,0,0,-0.003736371987332856,0,0.009227862741824274,9940.584141311558,-191.89349992562893,10.0,0.0,1.5075218708720453,9940.584141311558,9990.0,10000
64,6601.96,6601.96,6633.402933129834,0.0017283818663550213,0,0,0,0,hold,False,0,0,0.001208676385617901,0,0.010436539127442175,9952.599090622409,-180.03867321136386,10.0,0.0,1.5075218708720453,9952.599090622409,9990.0,10000
65,6618.96,6618.96,6633.402933129834,0.0015709583145858458,0,0,0,0,hold,False,0,0,0.0025749928809018943,0,0.01301153200834407,9978.226962427232,-154.75234270415058,10.0,0.0,1.5075218708720453,9978.226962427232,9990.0,10000
