trade_row_loc,original_price,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_min_trade_penalty,trade_buy_penalty,trade_hold_penalty,trend_reward,profit_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
50,10160.0,10160.0,0,0.0019297943427794585,0,0,0,0,hold,False,0,0,-0.0,0,0.0,10000.0,0.0,0,10000,0,0.0,0,10000
51,10169.86,10169.86,0,0.001298789910816198,0,0,0,0,hold,False,0,0,-0.0009704724409449392,0,-0.0009704724409449392,10000.0,9.704724409450137,0,10000,0,0.0,0,10000
52,10157.22,10157.22,0,0.0017729005478863713,0,0,0,0,hold,False,0,0,0.0012428882993474086,0,0.00027241585840246936,10000.0,-2.736220472441346,0,10000,0,0.0,0,10000
53,10140.95,10140.95,0,0.0016929787533721307,0,0,0,0,hold,False,0,0,0.0016018162449960341,0,0.0018742321033985035,10000.0,-18.74999999999818,0,10000,0,0.0,0,10000
54,10144.17,10144.17,0,0.0011590047899029715,0,0,0,0,hold,False,0,0,-0.00031752449228123055,0,0.001556707611117273,10000.0,-15.580708661416793,0,10000,0,0.0,0,10000
55,10150.0,10150.0,0,0.0019980150268486523,0,0,0,0,hold,False,0,0,-0.0005747143433124571,0,0.0009819932678048159,10000.0,-9.842519685038496,0,10000,0,0.0,0,10000
56,10172.75,10172.75,0,0.0016204439028186628,0,0,0,0,hold,False,0,0,-0.0022413793103448275,0,-0.0012593860425400116,10000.0,12.549212598425584,0,10000,0,0.0,0,10000
57,10217.72,10217.72,0,0.0019599458355966967,0,0,0,0,hold,False,0,0,-0.004420633555331581,0,-0.005680019597871593,10000.0,56.81102362204729,0,10000,0,0.0,0,10000
58,10180.0,10180.0,0,0.0018814988136513717,0,0,0,0,hold,False,0,0,0.0036916259204596864,0,-0.0019883936774119067,10000.0,19.68503937007881,0,10000,0,0.0,0,10000
59,10178.95,10178.95,0,0.001997880754171615,0,0,0,0,hold,False,0,0,0.00010314341846751202,0,-0.0018852502589443948,10000.0,18.651574803150652,0,10000,0,0.0,0,10000
60,10179.82,10179.82,0,0.0014309535995510516,0,0,0,0,hold,False,0,0,-8.547050530742182e-05,0,-0.001970720764251817,10000.0,19.507874015747802,0,10000,0,0.0,0,10000
61,10107.7,10107.7,0,0.0013754896532150685,0,0,0,0,hold,False,0,0,0.007084604639374663,0,0.005113883875122846,10000.0,-51.476377952754774,0,10000,0,0.0,0,10000
62,10121.8,10121.8,0,0.0018073974920589327,0,0,0,0,hold,False,0,0,-0.0013949761073239753,0,0.003718907767798871,10000.0,-37.59842519685117,0,10000,0,0.0,0,10000
63,10157.92,10157.92,0,0.0017449454723539024,0,0,0,0,hold,False,0,0,-0.0035685352407675316,0,0.00015037252703133932,10000.0,-2.047244094488633,0,10000,0,0.0,0,10000
64,10161.53,10161.53,0,0.0012656506506472807,0,0,0,0,hold,False,0,0,-0.0003553877171705016,0,-0.0002050151901391623,10000.0,1.5059055118126707,0,10000,0,0.0,0,10000
65,10145.24,10145.24,0,0.0018377176447009038,0,0,0,0,hold,False,0,0,0.0016031050442207888,0,0.0013980898540816265,10000.0,-14.527559055117308,0,10000,0,0.0,0,10000
