trade_row_loc,original_price,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_min_trade_penalty,trade_buy_penalty,trade_hold_penalty,trend_reward,profit_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
50,10609.68,10609.68,0,0.001910708089711846,0,0,0,0,hold,False,0,0,-0.0,0,0.0,10000.0,0.0,0,10000,0,0.0,0,10000
51,10710.0,10710.0,0,0.001999769785555829,0,0,0,0,hold,False,0,0,-0.0094555160947361,0,-0.0094555160947361,10000.0,94.55516094736049,0,10000,0,0.0,0,10000
52,10670.0,10670.0,0,0.0013114609243604226,0,0,0,0,hold,False,0,0,0.003734827264239029,0,-0.00572068883049707,10000.0,56.853741111890486,0,10000,0,0.0,0,10000
53,10662.99,10662.99,0,0.0011615767536838164,0,0,0,0,hold,False,0,0,0.0006569821930646878,0,-0.005063706637432382,10000.0,50.24656728572336,0,10000,0,0.0,0,10000
54,10739.47,10739.47,0,0.0011318986692710632,0,0,0,0,hold,False,0,0,-0.007172472261532606,0,-0.01223617889896499,10000.0,122.33168201114313,0,10000,0,0.0,0,10000
55,10716.8,10716.8,0,0.0013571003546443002,0,0,0,0,hold,False,0,0,0.0021109049143021095,0,-0.01012527398466288,10000.0,100.9644023193905,0,10000,0,0.0,0,10000
56,10668.56,10668.56,0,0.0011354585997553797,0,0,0,0,hold,False,0,0,0.004501343684681975,0,-0.005623930299980905,10000.0,55.496489997813114,0,10000,0,0.0,0,10000
57,10648.53,10648.53,0,0.0017188827788052626,0,0,0,0,hold,False,0,0,0.0018774792474334715,0,-0.003746451052547433,10000.0,36.61750401520112,0,10000,0,0.0,0,10000
58,10657.86,10657.86,0,0.0011331816350885473,0,0,0,0,hold,False,0,0,-0.000876177275173186,0,-0.004622628327720619,10000.0,45.411360191825224,0,10000,0,0.0,0,10000
59,10771.9,10771.9,0,0.0017667247149501595,0,0,0,0,hold,False,0,0,-0.01070008425706465,0,-0.015322712584785268,10000.0,152.89810814275188,0,10000,0,0.0,0,10000
60,10944.15,10944.15,0,0.0015636557471311648,0,0,0,0,hold,False,0,0,-0.015990679453021288,0,-0.03131339203780656,10000.0,315.24984730924916,0,10000,0,0.0,0,10000
61,10918.2,10918.2,0,0.0012075682119645518,0,0,0,0,hold,False,0,0,0.0023711297816640772,0,-0.028942262256142482,10000.0,290.7910511909886,0,10000,0,0.0,0,10000
62,10896.69,10896.69,0,0.0018994750539546887,0,0,0,0,hold,False,0,0,0.001970104962356452,0,-0.02697215729378603,10000.0,270.51711267446444,0,10000,0,0.0,0,10000
63,10906.9,10906.9,0,0.0013719564286942209,0,0,0,0,hold,False,0,0,-0.0009369817807058039,0,-0.027909139074491836,10000.0,280.14040008746633,0,10000,0,0.0,0,10000
64,10921.14,10921.14,0,0.0013161659907482116,0,0,0,0,hold,False,0,0,-0.0013055955404376845,0,-0.02921473461492952,10000.0,293.56210554889367,0,10000,0,0.0,0,10000
65,10913.5,10913.5,0,0.0015864659055425806,0,0,0,0,hold,False,0,0,0.000699560668574839,0,-0.02851517394635468,10000.0,286.36113436032065,0,10000,0,0.0,0,10000
66,10944.94,10944.94,0,0.001992694017564864,0,0,0,0,hold,False,0,0,-0.0028808356622532193,0,-0.0313960096086079,10000.0,315.99445035100143,0,10000,0,0.0,0,10000
67,10944.47,10944.47,0,0.0012762263412883143,0,0,0,0,hold,False,0,0,4.294221804789831e-05,0,-0.031353067390560006,10000.0,315.5514586679328,0,10000,0,0.0,0,10000
68,10929.23,10929.23,0,0.0013524284316615049,0,0,0,0,hold,False,0,0,0.001392484058159032,0,-0.029960583332400974,10000.0,301.1872177106179,0,10000,0,0.0,0,10000
69,11177.15,11177.15,0,0.0010355917389975999,0,0,0,0,hold,False,0,0,-0.02268412321819562,0,-0.052644706550596596,10000.0,534.8606178508671,0,10000,0,0.0,0,10000
70,11409.94,11409.94,0,0.0010788335312703879,0,0,0,0,hold,False,0,0,-0.02082731286598112,0,-0.07347201941657772,10000.0,754.2734559383516,0,10000,0,0.0,0,10000
71,11600.0,11600.0,0,0.0017645639691568253,0,0,0,0,hold,False,0,0,-0.01665740573570058,0,-0.0901294251522783,10000.0,933.4117522865909,0,10000,0,0.0,0,10000
72,11562.97,11562.97,0,0.001947817843668929,0,0,0,0,hold,False,0,0,0.0031922413793104014,0,-0.0869371837729679,10000.0,898.5096628739029,0,10000,0,0.0,0,10000
73,11562.0,11562.0,0,0.0016927493822283598,0,0,0,0,hold,False,0,0,8.388848193840728e-05,0,-0.08685329529102949,10000.0,897.5954034428942,0,10000,0,0.0,0,10000
74,11531.67,11531.67,0,0.001447356769008523,0,0,0,0,hold,False,0,0,0.002623248572911255,0,-0.08423004671811823,10000.0,869.0083018526475,0,10000,0,0.0,0,10000
75,11607.32,11607.32,0,0.0010062597258789733,0,0,0,0,hold,False,0,0,-0.006560194663912481,0,-0.09079024138203072,10000.0,940.311112116482,0,10000,0,0.0,0,10000
76,11671.2,11671.2,0,0.0019340104600946628,0,0,0,0,hold,False,0,0,-0.005503423701595288,0,-0.09629366508362601,10000.0,1000.5202795937294,0,10000,0,0.0,0,10000
77,11749.46,11749.46,0,0.0014393271714692266,0,0,0,0,hold,False,0,0,-0.006705394475289464,0,-0.10299905955891547,10000.0,1074.2831075018275,0,10000,0,0.0,0,10000
78,11720.0,11720.0,0,0.0015069247152564066,0,0,0,0,hold,False,0,0,0.002507349273924004,0,-0.10049171028499147,10000.0,1046.5160117930045,0,10000,0,0.0,0,10000
79,11616.54,11616.54,0,0.0016705485267362696,0,0,0,0,hold,False,0,0,0.008827645051194466,0,-0.09166406523379701,10000.0,949.0012893885596,0,10000,0,0.0,0,10000
80,11777.64,11777.64,0,0.0013392677486579224,0,0,0,0,hold,False,0,0,-0.013868156955513305,0,-0.10553222218931031,10000.0,1100.8437577759178,0,10000,0,0.0,0,10000
81,11755.05,11755.05,0,0.0010768854431488066,0,0,0,0,hold,False,0,0,0.001918041305388868,0,-0.10361418088392145,10000.0,1079.5518809238347,0,10000,0,0.0,0,10000
82,11745.0,11745.0,0,0.0019397757492141195,0,0,0,0,hold,False,0,0,0.0008549517016090338,0,-0.10275922918231242,10000.0,1070.0793991901737,0,10000,0,0.0,0,10000
83,11775.07,11775.07,0,0.0013118610173160905,0,0,0,0,hold,False,0,0,-0.0025602383993188343,0,-0.10531946758163126,10000.0,1098.421441551489,0,10000,0,0.0,0,10000
84,11749.97,11749.97,0,0.001665450520979112,0,0,0,0,hold,False,0,0,0.002131622147469218,0,-0.10318784543416204,10000.0,1074.763800604731,0,10000,0,0.0,0,10000
85,11864.38,11864.38,0,0.0015054217301763997,0,0,0,0,hold,False,0,0,-0.009737046137139061,0,-0.1129248915713011,10000.0,1182.5992866891356,0,10000,0,0.0,0,10000
86,11775.6,11775.6,0,0.0013663109176237926,0,0,0,0,hold,False,0,0,0.00748290260426578,0,-0.10544198896703533,10000.0,1098.9209853643097,0,10000,0,0.0,0,10000
87,11809.51,11809.51,0,0.001360072010269982,0,0,0,0,hold,False,0,0,-0.0028796834131594017,0,-0.10832167238019473,10000.0,1130.8823640298288,0,10000,0,0.0,0,10000
88,11752.44,11752.44,0,0.0018706159459099781,0,0,0,0,hold,False,0,0,0.004832545973541638,0,-0.10348912640665309,10000.0,1077.091863279571,0,10000,0,0.0,0,10000
89,11732.03,11732.03,0,0.001405190162999136,0,0,0,0,hold,False,0,0,0.001736660642385739,0,-0.10175246576426734,10000.0,1057.8547138085232,0,10000,0,0.0,0,10000
90,11742.41,11742.41,0,0.0016717057551298383,0,0,0,0,hold,False,0,0,-0.0008847573693554483,0,-0.10263722313362279,10000.0,1067.6382322558275,0,10000,0,0.0,0,10000
91,11809.84,11809.84,0,0.0017033527904733912,0,0,0,0,hold,False,0,0,-0.00574243277146687,0,-0.10837965590508966,10000.0,1131.193400743472,0,10000,0,0.0,0,10000
92,11828.8,11828.8,0,0.0010183956046376187,0,0,0,0,hold,False,0,0,-0.00160544088658264,0,-0.1099850967916723,10000.0,1149.0638737454847,0,10000,0,0.0,0,10000
93,11779.93,11779.93,0,0.0013105766262360811,0,0,0,0,hold,False,0,0,0.004131441904504175,0,-0.10585365488716812,10000.0,1103.0021640614996,0,10000,0,0.0,0,10000
94,11692.8,11692.8,0,0.0018988324456018072,0,0,0,0,hold,False,0,0,0.007396478586884728,0,-0.09845717630028339,10000.0,1020.8790463048826,0,10000,0,0.0,0,10000
95,11664.9,11664.9,0,0.0015718475107959445,0,0,0,0,hold,False,0,0,0.0023860837438423334,0,-0.09607109255644106,10000.0,994.5823059696431,0,10000,0,0.0,0,10000
96,11709.82,11709.82,0,0.0012244071868750188,0,0,0,0,hold,False,0,0,-0.003850868845853807,0,-0.09992196140229487,10000.0,1036.921000444876,0,10000,0,0.0,0,10000
97,11702.47,11702.47,0,0.0018317092748644328,0,0,0,0,hold,False,0,0,0.000627678307608517,0,-0.09929428309468635,10000.0,1029.9933645501078,0,10000,0,0.0,0,10000
98,11827.92,11827.92,0,0.0017527358550989522,0,0,0,0,hold,False,0,0,-0.01071995911974145,0,-0.11001424221442781,10000.0,1148.234442509105,0,10000,0,0.0,0,10000
99,12145.08,12145.08,0,0.0017321564408227142,0,0,0,0,hold,False,0,0,-0.02681452021995413,0,-0.13682876243438194,10000.0,1447.1690003845542,0,10000,0,0.0,0,10000
100,12185.24,12185.24,0,0.0018994111631709355,0,0,0,0,hold,False,0,0,-0.0033066887990857085,0,-0.14013545123346766,10000.0,1485.021225899367,0,10000,0,0.0,0,10000
101,12202.35,12202.35,0,0.0016713931870069483,0,0,0,0,hold,False,0,0,-0.0014041578171624508,0,-0.1415396090506301,10000.0,1501.1480082339913,0,10000,0,0.0,0,10000
102,12220.36,12220.36,0,0.0018080640442291653,0,0,0,0,hold,False,0,0,-0.0014759452072756656,0,-0.14301555425790577,10000.0,1518.1230725149107,0,10000,0,0.0,0,10000
103,11748.89,11748.89,0,0.0014538684185364842,0,0,0,0,hold,False,0,0,0.03858069647702696,0,-0.10443485778087881,10000.0,1073.745862269172,0,10000,0,0.0,0,10000
104,11777.65,11777.65,0,0.001688755719368065,0,0,0,0,hold,False,0,0,-0.0024478908220266103,0,-0.10688274860290542,10000.0,1100.8531831308755,0,10000,0,0.0,0,10000
105,11704.05,11704.05,0,0.0018900903611035517,0,0,0,0,hold,False,0,0,0.006249124400877965,0,-0.10063362420202746,10000.0,1031.4825706336087,0,10000,0,0.0,0,10000
106,11799.96,11799.96,0,0.0015177812063938818,0,0,0,0,hold,False,0,0,-0.008194599305368642,0,-0.1088282235073961,10000.0,1121.8811500441097,0,10000,0,0.0,0,10000
107,11739.99,11739.99,0,0.001305203470441866,0,0,0,0,hold,False,0,0,0.005082220617696954,0,-0.10374600288969915,10000.0,1065.35729635578,0,10000,0,0.0,0,10000
108,11700.0,11700.0,0,0.0018022867724384996,0,0,0,0,hold,False,0,0,0.003406306138250525,0,-0.10033969675144863,10000.0,1027.6653018752695,0,10000,0,0.0,0,10000
109,11788.62,11788.62,0,0.0012158320195404953,0,0,0,0,hold,False,0,0,-0.007574358974359043,0,-0.10791405572580767,10000.0,1111.1927975207545,0,10000,0,0.0,0,10000
110,11713.34,11713.34,0,0.001620060578283988,0,0,0,0,hold,False,0,0,0.006385819544611723,0,-0.10152823618119595,10000.0,1040.238725390398,0,10000,0,0.0,0,10000
111,11734.08,11734.08,0,0.0012856120674620592,0,0,0,0,hold,False,0,0,-0.0017706307509215802,0,-0.10329886693211754,10000.0,1059.786911575089,0,10000,0,0.0,0,10000
112,11710.0,11710.0,0,0.001196459944783402,0,0,0,0,hold,False,0,0,0.002052142136409495,0,-0.10124672479570804,10000.0,1037.090656834136,0,10000,0,0.0,0,10000
113,11674.38,11674.38,0,0.0014410036509405963,0,0,0,0,hold,False,0,0,0.003041844577284441,0,-0.09820488021842359,10000.0,1003.5175424706486,0,10000,0,0.0,0,10000
114,11382.41,11382.41,0,0.0010558478904970892,0,0,0,0,hold,False,0,0,0.025009465170741346,0,-0.07319541504768225,10000.0,728.3254537365883,0,10000,0,0.0,0,10000
115,11322.55,11322.55,0,0.0015968153287695178,0,0,0,0,hold,False,0,0,0.005258991724951094,0,-0.06793642332273116,10000.0,671.905278952805,0,10000,0,0.0,0,10000
116,11481.69,11481.69,0,0.0013487673928345273,0,0,0,0,hold,False,0,0,-0.01405513775607096,0,-0.08199156107880212,10000.0,821.9003777682265,0,10000,0,0.0,0,10000
117,11474.18,11474.18,0,0.0012173437296471574,0,0,0,0,hold,False,0,0,0.0006540848951678906,0,-0.08133747618363422,10000.0,814.8219361941174,0,10000,0,0.0,0,10000
118,11526.89,11526.89,0,0.001613716027503464,0,0,0,0,hold,False,0,0,-0.004593792323285771,0,-0.08593126850692,10000.0,864.5029821823082,0,10000,0,0.0,0,10000
119,11642.31,11642.31,0,0.001667863446552688,0,0,0,0,hold,False,0,0,-0.010013108479390371,0,-0.09594437698631036,10000.0,973.29042911756,0,10000,0,0.0,0,10000
120,11640.43,11640.43,0,0.0019767539104968207,0,0,0,0,hold,False,0,0,0.00016147998120641006,0,-0.09578289700510395,10000.0,971.5184623852929,0,10000,0,0.0,0,10000
121,11694.8,11694.8,0,0.0015598795325264248,0,0,0,0,hold,False,0,0,-0.004670789652959468,0,-0.10045368665806342,10000.0,1022.764117296656,0,10000,0,0.0,0,10000
122,11615.96,11615.96,0,0.0012706953149650628,0,0,0,0,hold,False,0,0,0.0067414577419023965,0,-0.09371222891616103,10000.0,948.4546188009426,0,10000,0,0.0,0,10000
123,11631.25,11631.25,0,0.0014396684067243214,0,0,0,0,hold,False,0,0,-0.0013162924114753214,0,-0.09502852132763635,10000.0,962.8659865330537,0,10000,0,0.0,0,10000
124,11538.61,11538.61,0,0.0019498743990020548,0,0,0,0,hold,False,0,0,0.007964750134336328,0,-0.08706377119330003,10000.0,875.5494981941029,0,10000,0,0.0,0,10000
125,11574.93,11574.93,0,0.0015263696100807841,0,0,0,0,hold,False,0,0,-0.0031476928330188563,0,-0.09021146402631888,10000.0,909.7823874047099,0,10000,0,0.0,0,10000
126,11631.23,11631.23,0,0.0012070536836667504,0,0,0,0,hold,False,0,0,-0.004863960300407802,0,-0.09507542432672668,10000.0,962.8471358231345,0,10000,0,0.0,0,10000
127,11638.66,11638.66,0,0.001796296255524105,0,0,0,0,hold,False,0,0,-0.0006387974444663454,0,-0.09571422177119303,10000.0,969.8501745575741,0,10000,0,0.0,0,10000
128,11743.94,11743.94,0,0.0011093378399340973,0,0,0,0,hold,False,0,0,-0.009045714884703277,0,-0.10475993665589631,10000.0,1069.080311564534,0,10000,0,0.0,0,10000
129,11783.59,11783.59,0,0.001303683811138495,0,0,0,0,hold,False,0,0,-0.003376209347118568,0,-0.10813614600301488,10000.0,1106.4518439764452,0,10000,0,0.0,0,10000
130,12034.25,12034.25,0,0.0012129172295847082,0,0,0,0,hold,False,0,0,-0.02127195532091662,0,-0.1294081013239315,10000.0,1342.7077913754238,0,10000,0,0.0,0,10000
131,12064.94,12064.94,0,0.0019276860854162857,0,0,0,0,hold,False,0,0,-0.002550221243534122,0,-0.13195832256746562,10000.0,1371.6342057441889,0,10000,0,0.0,0,10000
132,11662.75,11662.75,0,0.0014909594148478787,0,0,0,0,hold,False,0,0,0.03333543308130836,0,-0.09862288948615726,10000.0,992.5558546534867,0,10000,0,0.0,0,10000
133,11674.59,11674.59,0,0.0010498408676458534,0,0,0,0,hold,False,0,0,-0.0010151979593149253,0,-0.09963808744547219,10000.0,1003.7154749247857,0,10000,0,0.0,0,10000
134,11790.39,11790.39,0,0.0019486579885399685,0,0,0,0,hold,False,0,0,-0.009918977882735006,0,-0.10955706532820719,10000.0,1112.8610853484734,0,10000,0,0.0,0,10000
135,11750.14,11750.14,0,0.0018857252252546285,0,0,0,0,hold,False,0,0,0.0034137971687111285,0,-0.10614326815949607,10000.0,1074.9240316390315,0,10000,0,0.0,0,10000
